ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
82998,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
65584,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree
77189,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree
47911,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
76352,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree
48034,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
26199,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree
15595,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree
18577,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree
15870,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
54953,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
86952,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree
50911,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
31001,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
47286,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Strongly agree
35950,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree
26459,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly disagree
47280,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree
69313,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree
53686,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree
53300,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree
24875,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
10684,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
70827,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree
75798,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
87322,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
34530,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree
22051,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree
79927,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree
40104,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree
33380,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree
11166,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree
62470,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly agree
74384,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree
53378,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree
58160,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
17484,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree
32866,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly disagree,Slightly disagree
52418,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree
72297,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree
39234,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
26338,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree
13617,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree
36666,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly agree
71716,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
42517,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree
64679,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree
23396,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
67842,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree
58122,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
71011,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
74403,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly disagree,Strongly agree
76124,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Strongly agree
54497,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree
47407,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
61025,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree
32816,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree
43243,Slightly agree,Strongly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Strongly agree
77571,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree
79721,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
58095,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly agree,Slightly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
59914,Slightly disagree,Slightly disagree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree
70600,Slightly agree,Strongly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree
21505,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Strongly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree
55635,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly agree,Strongly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree
61314,Slightly agree,Slightly disagree,Strongly disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
56481,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree
68132,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly disagree,Strongly disagree,Slightly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree
67973,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree
43174,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly agree,Strongly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree
88343,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
